Sample in Buffer,Sample in Window,TRIGGER,u_ila_adc/probe[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
986,986,0,6852480000000004
987,987,0,6852480000000004
988,988,0,6852480000000000
989,989,0,6852480000000000
990,990,0,6812480000000004
991,991,0,6812480000000004
992,992,0,4892480000000000
993,993,0,4a12480000000000
994,994,0,4a12480000000004
995,995,0,4a12480000000004
996,996,0,4a12480000000000
997,997,0,4a12480000000000
998,998,0,4a12480000000004
999,999,0,4a12480000000004
1000,1000,0,4a12480000000000
1001,1001,0,4812480000000000
1002,1002,0,4832480000000004
1003,1003,0,4832480000000004
1004,1004,0,4832480000000000
1005,1005,0,4832480000000000
1006,1006,0,4812500000000004
1007,1007,0,6912500000000004
1008,1008,0,6c12500000000000
1009,1009,0,6c12500000000000
1010,1010,0,6c12500000000004
1011,1011,0,6c12500000000004
1012,1012,0,6c12500000000000
1013,1013,0,6c12500000000000
1014,1014,0,6c52500000000004
1015,1015,0,6c52500000000004
1016,1016,0,6852500000000000
1017,1017,0,6852500000000000
1018,1018,0,6812500000000004
1019,1019,0,6812500000000004
1020,1020,0,6812500000000000
1021,1021,0,6812500000000000
1022,1022,0,4892500000000004
1023,1023,0,4a12500000000004
1024,1024,1,4a12500000000000
1025,1025,0,4a12500000000000
1026,1026,0,4a12500000000004
1027,1027,0,4a12500000000004
1028,1028,0,4a12500000000000
1029,1029,0,4a12500000000000
1030,1030,0,4a32500000000004
1031,1031,0,4832500000000004
1032,1032,0,4832500000000000
1033,1033,0,4832500000000000
1034,1034,0,4812580000000004
1035,1035,0,4812580000000004
1036,1036,0,4812580000000000
1037,1037,0,6912580000000000
1038,1038,0,6c12580000000004
1039,1039,0,6c12580000000004
1040,1040,0,6c12580000000000
1041,1041,0,6c12580000000000
1042,1042,0,6c12580000000004
1043,1043,0,6c12580000000004
1044,1044,0,6c12580000000000
1045,1045,0,6c12580000000000
1046,1046,0,6852580000000004
1047,1047,0,6852580000000004
1048,1048,0,6852580000000000
1049,1049,0,6852580000000000
1050,1050,0,6812580000000004
1051,1051,0,6812580000000004
1052,1052,0,4892580000000000
1053,1053,0,4a12580000000000
1054,1054,0,4a12580000000004
1055,1055,0,4a12580000000004
1056,1056,0,4a12580000000000
1057,1057,0,4a12580000000000
1058,1058,0,4a12580000000004
1059,1059,0,4a12580000000004
1060,1060,0,4a12580000000000
1061,1061,0,4812580000000000
1062,1062,0,4832580000000004
1063,1063,0,4832580000000004
1064,1064,0,4832580000000000
1065,1065,0,4832580000000000
1066,1066,0,4812600000000004
1067,1067,0,6912600000000004
1068,1068,0,6c12600000000000
1069,1069,0,6c12600000000000
1070,1070,0,6c12600000000004
1071,1071,0,6c12600000000004
1072,1072,0,6c12600000000000
1073,1073,0,6c12600000000000
1074,1074,0,6c52600000000004
1075,1075,0,6c52600000000004
1076,1076,0,6852600000000000
1077,1077,0,6852600000000000
1078,1078,0,6812600000000004
1079,1079,0,6812600000000004
1080,1080,0,6812600000000000
1081,1081,0,6812600000000000
1082,1082,0,4892600000000004
1083,1083,0,4a12600000000004
1084,1084,0,4a12600000000000
1085,1085,0,4a12600000000000
1086,1086,0,4a12600000000004
1087,1087,0,4a12600000000004
1088,1088,0,4a12600000000000
1089,1089,0,4a12600000000000
1090,1090,0,4a32600000000004
1091,1091,0,4832600000000004
1092,1092,0,4832600000000000
1093,1093,0,4832600000000000
1094,1094,0,4812680000000004
1095,1095,0,4812680000000004
1096,1096,0,4812680000000000
1097,1097,0,6912680000000000
1098,1098,0,6c12680000000004
1099,1099,0,6c12680000000004
1100,1100,0,6c12680000000000
1101,1101,0,6c12680000000000
1102,1102,0,6c12680000000004
1103,1103,0,6c12680000000004
1104,1104,0,6c12680000000000
1105,1105,0,6c12680000000000
1106,1106,0,6852680000000004
1107,1107,0,6852680000000004
1108,1108,0,6852680000000000
1109,1109,0,6852680000000000
1110,1110,0,6812680000000004
1111,1111,0,6812680000000004
1112,1112,0,4892680000000000
1113,1113,0,4a12680000000000
1114,1114,0,4a12680000000004
1115,1115,0,4a12680000000004
1116,1116,0,4a12680000000000
1117,1117,0,4a12680000000000
1118,1118,0,4a12680000000004
1119,1119,0,4a12680000000004
1120,1120,0,4a12680000000000
1121,1121,0,4812680000000000
1122,1122,0,4832680000000004
1123,1123,0,4832680000000004
1124,1124,0,4832680000000000
1125,1125,0,4832680000000000
1126,1126,0,4812700000000004
1127,1127,0,6912700000000004
1128,1128,0,6c12700000000000
1129,1129,0,6c12700000000000
1130,1130,0,6c12700000000004
1131,1131,0,6c12700000000004
1132,1132,0,6c12700000000000
1133,1133,0,6c12700000000000
1134,1134,0,6c52700000000004
1135,1135,0,6c52700000000004
1136,1136,0,6852700000000000
1137,1137,0,6852700000000000
1138,1138,0,6812700000000004
1139,1139,0,6812700000000004
1140,1140,0,6812700000000000
1141,1141,0,6812700000000000
1142,1142,0,4892700000000004
1143,1143,0,4a12700000000004
1144,1144,0,4a12700000000000
1145,1145,0,4a12700000000000
1146,1146,0,4a12700000000004
1147,1147,0,4a12700000000004
1148,1148,0,4a12700000000000
1149,1149,0,4a12700000000000
1150,1150,0,4a32700000000004
1151,1151,0,4832700000000004
1152,1152,0,4832700000000000
1153,1153,0,4832700000000000
1154,1154,0,4812780000000004
1155,1155,0,4812780000000004
1156,1156,0,4812780000000000
1157,1157,0,6912780000000000
1158,1158,0,6c12780000000004
1159,1159,0,6c12780000000004
1160,1160,0,6c12780000000000
1161,1161,0,6c12780000000000
1162,1162,0,6c12780000000004
1163,1163,0,6c12780000000004
1164,1164,0,6c12780000000000
1165,1165,0,6c12780000000000
1166,1166,0,6852780000000004
1167,1167,0,6852780000000004
1168,1168,0,6852780000000000
1169,1169,0,6852780000000000
1170,1170,0,6812780000000004
1171,1171,0,6812780000000004
1172,1172,0,4892780000000000
1173,1173,0,4a12780000000000
1174,1174,0,4a12780000000004
1175,1175,0,4a12780000000004
1176,1176,0,4a12780000000000
1177,1177,0,4a12780000000000
1178,1178,0,4a12780000000004
1179,1179,0,4a12780000000004
1180,1180,0,4a12780000000000
1181,1181,0,4812780000000000
1182,1182,0,4832780000000004
1183,1183,0,4832780000000004
1184,1184,0,4832780000000000
1185,1185,0,4832780000000000
1186,1186,0,4812800000000004
1187,1187,0,6912800000000004
1188,1188,0,6c12800000000000
1189,1189,0,6c12800000000000
1190,1190,0,6c12800000000004
1191,1191,0,6c12800000000004
1192,1192,0,6c12800000000000
1193,1193,0,6c12800000000000
1194,1194,0,6c52800000000004
1195,1195,0,6c52800000000004
1196,1196,0,6852800000000000
1197,1197,0,6852800000000000
1198,1198,0,6812800000000004
1199,1199,0,6812800000000004
1200,1200,0,6812800000000000
1201,1201,0,6812800000000000
1202,1202,0,4892800000000004
1203,1203,0,4a12800000000004
1204,1204,0,4a12800000000000
1205,1205,0,4a12800000000000
1206,1206,0,4a12800000000004
1207,1207,0,4a12800000000004
1208,1208,0,4a12800000000000
1209,1209,0,4a12800000000000
1210,1210,0,4a32800000000004
1211,1211,0,4832800000000004
1212,1212,0,4832800000000000
1213,1213,0,4832800000000000
1214,1214,0,4812880000000004
1215,1215,0,4812880000000004
1216,1216,0,4812880000000000
1217,1217,0,6912880000000000
1218,1218,0,6c12880000000004
1219,1219,0,6c12880000000004
1220,1220,0,6c12880000000000
1221,1221,0,6c12880000000000
1222,1222,0,6c12880000000004
1223,1223,0,6c12880000000004
1224,1224,0,6c12880000000000
1225,1225,0,6c12880000000000
1226,1226,0,6852880000000004
1227,1227,0,6852880000000004
1228,1228,0,6852880000000000
1229,1229,0,6852880000000000
1230,1230,0,6812880000000004
1231,1231,0,6812880000000004
1232,1232,0,4892880000000000
1233,1233,0,4a12880000000000
1234,1234,0,4a12880000000004
1235,1235,0,4a12880000000004
1236,1236,0,4a12880000000000
1237,1237,0,4a12880000000000
1238,1238,0,4a12880000000004
1239,1239,0,4a12880000000004
1240,1240,0,4a12880000000000
1241,1241,0,4812880000000000
1242,1242,0,4832880000000004
1243,1243,0,4832880000000004
1244,1244,0,4832880000000000
1245,1245,0,4832880000000000
1246,1246,0,4812900000000004
1247,1247,0,6912900000000004
1248,1248,0,6c12900000000000
1249,1249,0,6c12900000000000
1250,1250,0,6c12900000000004
1251,1251,0,6c12900000000004
1252,1252,0,6c12900000000000
1253,1253,0,6c12900000000000
1254,1254,0,6c52900000000004
1255,1255,0,6c52900000000004
1256,1256,0,6852900000000000
1257,1257,0,6852900000000000
1258,1258,0,6812900000000004
1259,1259,0,6812900000000004
1260,1260,0,6812900000000000
1261,1261,0,6812900000000000
1262,1262,0,4892900000000004
1263,1263,0,4a12900000000004
1264,1264,0,4a12900000000000
1265,1265,0,4a12900000000000
1266,1266,0,4a12900000000004
1267,1267,0,4a12900000000004
1268,1268,0,4a12900000000000
1269,1269,0,4a12900000000000
1270,1270,0,4a32900000000004
1271,1271,0,4832900000000004
1272,1272,0,4832900000000000
1273,1273,0,4832900000000000
1274,1274,0,4812980000000004
1275,1275,0,4812980000000004
1276,1276,0,4812980000000000
1277,1277,0,6912980000000000
1278,1278,0,6c12980000000004
1279,1279,0,6c12980000000004
1280,1280,0,6c12980000000000
1281,1281,0,6c12980000000000
1282,1282,0,6c12980000000004
1283,1283,0,6c12980000000004
1284,1284,0,6c12980000000000
1285,1285,0,6c12980000000000
1286,1286,0,6852980000000004
1287,1287,0,6852980000000004
1288,1288,0,6852980000000000
1289,1289,0,6852980000000000
1290,1290,0,6812980000000004
1291,1291,0,6812980000000004
1292,1292,0,4892980000000000
1293,1293,0,4a12980000000000
1294,1294,0,4a12980000000004
1295,1295,0,4a12980000000004
1296,1296,0,4a12980000000000
1297,1297,0,4a12980000000000
1298,1298,0,4a12980000000004
1299,1299,0,4a12980000000004
1300,1300,0,4a12980000000000
1301,1301,0,4812980000000000
1302,1302,0,4832980000000004
1303,1303,0,4832980000000004
1304,1304,0,4832980000000000
1305,1305,0,4832980000000000
1306,1306,0,4812a00000000004
1307,1307,0,6912a00000000004
1308,1308,0,6c12a00000000000
1309,1309,0,6c12a00000000000
1310,1310,0,6c12a00000000004
1311,1311,0,6c12a00000000004
1312,1312,0,6c12a00000000000
1313,1313,0,6c12a00000000000
1314,1314,0,6c52a00000000004
1315,1315,0,6c52a00000000004
1316,1316,0,6852a00000000000
1317,1317,0,6852a00000000000
1318,1318,0,6812a00000000004
1319,1319,0,6812a00000000004
1320,1320,0,6812a00000000000
1321,1321,0,6812a00000000000
1322,1322,0,4892a00000000004
1323,1323,0,4a12a00000000004
1324,1324,0,4a12a00000000000
1325,1325,0,4a12a00000000000
1326,1326,0,4a12a00000000004
1327,1327,0,4a12a00000000004
1328,1328,0,4a12a00000000000
1329,1329,0,4a12a00000000000
1330,1330,0,4a32a00000000004
1331,1331,0,4832a00000000004
1332,1332,0,4832a00000000000
1333,1333,0,4832a00000000000
1334,1334,0,4812a80000000004
1335,1335,0,4812a80000000004
1336,1336,0,4812a80000000000
1337,1337,0,6912a80000000000
1338,1338,0,6c12a80000000004
1339,1339,0,6c12a80000000004
1340,1340,0,6c12a80000000000
1341,1341,0,6c12a80000000000
1342,1342,0,6c12a80000000004
1343,1343,0,6c12a80000000004
1344,1344,0,6c12a80000000000
1345,1345,0,6c12a80000000000
1346,1346,0,6852a80000000004
1347,1347,0,6852a80000000004
1348,1348,0,6852a80000000000
1349,1349,0,6852a80000000000
1350,1350,0,6812a80000000004
1351,1351,0,6812a80000000004
1352,1352,0,4892a80000000000
1353,1353,0,4a12a80000000000
1354,1354,0,4a12a80000000004
1355,1355,0,4a12a80000000004
1356,1356,0,4a12a80000000000
1357,1357,0,4a12a80000000000
1358,1358,0,4a12a80000000004
1359,1359,0,4a12a80000000004
1360,1360,0,4a12a80000000000
1361,1361,0,4812a80000000000
1362,1362,0,4832a80000000004
1363,1363,0,4832a80000000004
1364,1364,0,4832a80000000000
1365,1365,0,4832a80000000000
1366,1366,0,4812b00000000004
1367,1367,0,6912b00000000004
1368,1368,0,6c12b00000000000
1369,1369,0,6c12b00000000000
1370,1370,0,6c12b00000000004
1371,1371,0,6c12b00000000004
1372,1372,0,6c12b00000000000
1373,1373,0,6c12b00000000000
1374,1374,0,6c52b00000000004
1375,1375,0,6c52b00000000004
1376,1376,0,6852b00000000000
1377,1377,0,6852b00000000000
1378,1378,0,6812b00000000004
1379,1379,0,6812b00000000004
1380,1380,0,6812b00000000000
1381,1381,0,6812b00000000000
1382,1382,0,4892b00000000004
1383,1383,0,4a12b00000000004
1384,1384,0,4a12b00000000000
1385,1385,0,4a12b00000000000
1386,1386,0,4a12b00000000004
1387,1387,0,4a12b00000000004
1388,1388,0,4a12b00000000000
1389,1389,0,4a12b00000000000
1390,1390,0,4a32b00000000004
1391,1391,0,4832b00000000004
1392,1392,0,4832b00000000000
1393,1393,0,4832b00000000000
1394,1394,0,4812b80000000004
1395,1395,0,4812b80000000004
1396,1396,0,4812b80000000000
1397,1397,0,6912b80000000000
1398,1398,0,6c12b80000000004
1399,1399,0,6c12b80000000004
1400,1400,0,6c12b80000000000
1401,1401,0,6c12b80000000000
1402,1402,0,6c12b80000000004
1403,1403,0,6c12b80000000004
1404,1404,0,6c12b80000000000
1405,1405,0,6c12b80000000000
1406,1406,0,6852b80000000004
1407,1407,0,6852b80000000004
1408,1408,0,6852b80000000000
1409,1409,0,6852b80000000000
1410,1410,0,6812b80000000004
1411,1411,0,6812b80000000004
1412,1412,0,4892b80000000000
1413,1413,0,4a12b80000000000
1414,1414,0,4a12b80000000004
1415,1415,0,4a12b80000000004
1416,1416,0,4a12b80000000000
1417,1417,0,4a12b80000000000
1418,1418,0,4a12b80000000004
1419,1419,0,4a12b80000000004
1420,1420,0,4a12b80000000000
1421,1421,0,4812b80000000000
1422,1422,0,4832b80000000004
1423,1423,0,4832b80000000004
1424,1424,0,4832b80000000000
1425,1425,0,4832b80000000000
1426,1426,0,4812c00000000004
1427,1427,0,6912c00000000004
1428,1428,0,6c12c00000000000
1429,1429,0,6c12c00000000000
1430,1430,0,6c12c00000000004
1431,1431,0,6c12c00000000004
1432,1432,0,6c12c00000000000
1433,1433,0,6c12c00000000000
1434,1434,0,6c52c00000000004
1435,1435,0,6c52c00000000004
1436,1436,0,6852c00000000000
1437,1437,0,6852c00000000000
1438,1438,0,6812c00000000004
1439,1439,0,6812c00000000004
1440,1440,0,6812c00000000000
1441,1441,0,6812c00000000000
1442,1442,0,4892c00000000004
1443,1443,0,4a12c00000000004
1444,1444,0,4a12c00000000000
1445,1445,0,4a12c00000000000
1446,1446,0,4a12c00000000004
1447,1447,0,4a12c00000000004
1448,1448,0,4a12c00000000000
1449,1449,0,4a12c00000000000
1450,1450,0,4a32c00000000004
1451,1451,0,4832c00000000004
1452,1452,0,4832c00000000000
1453,1453,0,4832c00000000000
1454,1454,0,4812c80000000004
1455,1455,0,4812c80000000004
1456,1456,0,4812c80000000000
1457,1457,0,6912c80000000000
1458,1458,0,6c12c80000000004
1459,1459,0,6c12c80000000004
1460,1460,0,6c12c80000000000
1461,1461,0,6c12c80000000000
1462,1462,0,6c12c80000000004
1463,1463,0,6c12c80000000004
1464,1464,0,6c12c80000000000
1465,1465,0,6c12c80000000000
1466,1466,0,6852c80000000004
1467,1467,0,6852c80000000004
1468,1468,0,6852c80000000000
1469,1469,0,6852c80000000000
1470,1470,0,6812c80000000004
1471,1471,0,6812c80000000004
1472,1472,0,4892c80000000000
1473,1473,0,4a12c80000000000
1474,1474,0,4a12c80000000004
1475,1475,0,4a12c80000000004
1476,1476,0,4a12c80000000000
1477,1477,0,4a12c80000000000
1478,1478,0,4a12c80000000004
1479,1479,0,4a12c80000000004
1480,1480,0,4a12c80000000000
1481,1481,0,4812c80000000000
1482,1482,0,4832c80000000004
1483,1483,0,4832c80000000004
1484,1484,0,4832c80000000000
1485,1485,0,4832c80000000000
1486,1486,0,4812d00000000004
1487,1487,0,6912d00000000004
1488,1488,0,6c12d00000000000
1489,1489,0,6c12d00000000000
1490,1490,0,6c12d00000000004
1491,1491,0,6c12d00000000004
1492,1492,0,6c12d00000000000
1493,1493,0,6c12d00000000000
1494,1494,0,6c52d00000000004
1495,1495,0,6c52d00000000004
1496,1496,0,6852d00000000000
1497,1497,0,6852d00000000000
1498,1498,0,6812d00000000004
1499,1499,0,6812d00000000004
1500,1500,0,6812d00000000000
1501,1501,0,6812d00000000000
1502,1502,0,4892d00000000004
1503,1503,0,4a12d00000000004
1504,1504,0,4a12d00000000000
1505,1505,0,4a12d00000000000
1506,1506,0,4a12d00000000004
1507,1507,0,4a12d00000000004
1508,1508,0,4a12d00000000000
1509,1509,0,4a12d00000000000
1510,1510,0,4a32d00000000004
1511,1511,0,4832d00000000004
1512,1512,0,4832d00000000000
1513,1513,0,4832d00000000000
1514,1514,0,4812d80000000004
1515,1515,0,4812d80000000004
1516,1516,0,4812d80000000000
1517,1517,0,6912d80000000000
1518,1518,0,6c12d80000000004
1519,1519,0,6c12d80000000004
1520,1520,0,6c12d80000000000
1521,1521,0,6c12d80000000000
1522,1522,0,6c12d80000000004
1523,1523,0,6c12d80000000004
1524,1524,0,6c12d80000000000
1525,1525,0,6c12d80000000000
1526,1526,0,6852d80000000004
1527,1527,0,6852d80000000004
1528,1528,0,6852d80000000000
1529,1529,0,6852d80000000000
1530,1530,0,6812d80000000004
1531,1531,0,6812d80000000004
1532,1532,0,4892d80000000000
1533,1533,0,4a12d80000000000
1534,1534,0,4a12d80000000004
1535,1535,0,4a12d80000000004
1536,1536,0,4a12d80000000000
1537,1537,0,4a12d80000000000
1538,1538,0,4a12d80000000004
1539,1539,0,4a12d80000000004
1540,1540,0,4a12d80000000000
1541,1541,0,4812d80000000000
1542,1542,0,4832d80000000004
1543,1543,0,4832d80000000004
1544,1544,0,4832d80000000000
1545,1545,0,4832d80000000000
1546,1546,0,4812e00000000004
1547,1547,0,6912e00000000004
1548,1548,0,6c12e00000000000
1549,1549,0,6c12e00000000000
1550,1550,0,6c12e00000000004
1551,1551,0,6c12e00000000004
1552,1552,0,6c12e00000000000
1553,1553,0,6c12e00000000000
1554,1554,0,6c52e00000000004
1555,1555,0,6c52e00000000004
1556,1556,0,6852e00000000000
1557,1557,0,6852e00000000000
1558,1558,0,6812e00000000004
1559,1559,0,6812e00000000004
1560,1560,0,6812e00000000000
1561,1561,0,6812e00000000000
1562,1562,0,4892e00000000004
1563,1563,0,4a12e00000000004
1564,1564,0,4a12e00000000000
1565,1565,0,4a12e00000000000
1566,1566,0,4a12e00000000004
1567,1567,0,4a12e00000000004
1568,1568,0,4a12e00000000000
1569,1569,0,4a12e00000000000
1570,1570,0,4a32e00000000004
1571,1571,0,4832e00000000004
1572,1572,0,4832e00000000000
1573,1573,0,4832e00000000000
1574,1574,0,4812e80000000004
1575,1575,0,4812e80000000004
1576,1576,0,4812e80000000000
1577,1577,0,6912e80000000000
1578,1578,0,6c12e80000000004
1579,1579,0,6c12e80000000004
1580,1580,0,6c12e80000000000
1581,1581,0,6c12e80000000000
1582,1582,0,6c12e80000000004
1583,1583,0,6c12e80000000004
1584,1584,0,6c12e80000000000
1585,1585,0,6c12e80000000000
1586,1586,0,6852e80000000004
1587,1587,0,6852e80000000004
1588,1588,0,6852e80000000000
1589,1589,0,6852e80000000000
1590,1590,0,6812e80000000004
1591,1591,0,6812e80000000004
1592,1592,0,4892e80000000000
1593,1593,0,4a12e80000000000
1594,1594,0,4a12e80000000004
1595,1595,0,4a12e80000000004
1596,1596,0,4a12e80000000000
1597,1597,0,4a12e80000000000
1598,1598,0,4a12e80000000004
1599,1599,0,4a12e80000000004
1600,1600,0,4a12e80000000000
1601,1601,0,4812e80000000000
1602,1602,0,4832e80000000004
1603,1603,0,4832e80000000004
1604,1604,0,4832e80000000000
1605,1605,0,4832e80000000000
1606,1606,0,4812f00000000004
1607,1607,0,6912f00000000004
1608,1608,0,6c12f00000000000
1609,1609,0,6c12f00000000000
1610,1610,0,6c12f00000000004
1611,1611,0,6c12f00000000004
1612,1612,0,6c12f00000000000
1613,1613,0,6c12f00000000000
1614,1614,0,6c52f00000000004
1615,1615,0,6c52f00000000004
1616,1616,0,6852f00000000000
1617,1617,0,6852f00000000000
1618,1618,0,6812f00000000004
1619,1619,0,6812f00000000004
1620,1620,0,6812f00000000000
1621,1621,0,6812f00000000000
1622,1622,0,4892f00000000004
1623,1623,0,4a12f00000000004
1624,1624,0,4a12f00000000000
1625,1625,0,4a12f00000000000
1626,1626,0,4a12f00000000004
1627,1627,0,4a12f00000000004
1628,1628,0,4a12f00000000000
1629,1629,0,4a12f00000000000
1630,1630,0,4a32f00000000004
1631,1631,0,4832f00000000004
1632,1632,0,4832f00000000000
1633,1633,0,4832f00000000000
1634,1634,0,4812f80000000004
1635,1635,0,4812f80000000004
1636,1636,0,4812f80000000000
1637,1637,0,6912f80000000000
1638,1638,0,6c12f80000000004
1639,1639,0,6c12f80000000004
1640,1640,0,6c12f80000000000
1641,1641,0,6c12f80000000000
1642,1642,0,6c12f80000000004
1643,1643,0,6c12f80000000004
1644,1644,0,6c12f80000000000
1645,1645,0,6c12f80000000000
1646,1646,0,6852f80000000004
1647,1647,0,6852f80000000004
1648,1648,0,6852f80000000000
1649,1649,0,6852f80000000000
1650,1650,0,6812f80000000004
1651,1651,0,6812f80000000004
1652,1652,0,4892f80000000000
1653,1653,0,4a12f80000000000
1654,1654,0,4a12f80000000004
1655,1655,0,4a12f80000000004
1656,1656,0,4a12f80000000000
1657,1657,0,4a12f80000000000
1658,1658,0,4a12f80000000004
1659,1659,0,4a12f80000000004
1660,1660,0,4a12f80000000000
1661,1661,0,4812f80000000000
1662,1662,0,4832f80000000004
1663,1663,0,4832f80000000004
1664,1664,0,4832f80000000000
1665,1665,0,4832f80000000000
1666,1666,0,4813000000000004
1667,1667,0,6913000000000004
1668,1668,0,6c13000000000000
1669,1669,0,6c13000000000000
1670,1670,0,6c13000000000004
1671,1671,0,6c13000000000004
1672,1672,0,6c13000000000000
1673,1673,0,6c13000000000000
1674,1674,0,6c53000000000004
1675,1675,0,6c53000000000004
1676,1676,0,6853000000000000
1677,1677,0,6853000000000000
1678,1678,0,6813000000000004
1679,1679,0,6813000000000004
1680,1680,0,6813000000000000
1681,1681,0,6813000000000000
1682,1682,0,4893000000000004
1683,1683,0,4a13000000000004
1684,1684,0,4a13000000000000
1685,1685,0,4a13000000000000
1686,1686,0,4a13000000000004
1687,1687,0,4a13000000000004
1688,1688,0,4a13000000000000
1689,1689,0,4a13000000000000
1690,1690,0,4a33000000000004
1691,1691,0,4833000000000004
1692,1692,0,4833000000000000
1693,1693,0,4833000000000000
1694,1694,0,4813080000000004
1695,1695,0,4813080000000004
1696,1696,0,4813080000000000
1697,1697,0,6913080000000000
1698,1698,0,6c13080000000004
1699,1699,0,6c13080000000004
1700,1700,0,6c13080000000000
1701,1701,0,6c13080000000000
1702,1702,0,6c13080000000004
1703,1703,0,6c13080000000004
1704,1704,0,6c13080000000000
1705,1705,0,6c13080000000000
1706,1706,0,6853080000000004
1707,1707,0,6853080000000004
1708,1708,0,6853080000000000
1709,1709,0,6853080000000000
1710,1710,0,6813080000000004
1711,1711,0,6813080000000004
1712,1712,0,4893080000000000
1713,1713,0,4a13080000000000
1714,1714,0,4a13080000000004
1715,1715,0,4a13080000000004
1716,1716,0,4a13080000000000
1717,1717,0,4a13080000000000
1718,1718,0,4a13080000000004
1719,1719,0,4a13080000000004
1720,1720,0,4a13080000000000
1721,1721,0,4813080000000000
1722,1722,0,4833080000000004
1723,1723,0,4833080000000004
1724,1724,0,4833080000000000
1725,1725,0,4833080000000000
1726,1726,0,4813100000000004
1727,1727,0,6913100000000004
1728,1728,0,6c13100000000000
1729,1729,0,6c13100000000000
1730,1730,0,6c13100000000004
1731,1731,0,6c13100000000004
1732,1732,0,6c13100000000000
1733,1733,0,6c13100000000000
1734,1734,0,6c53100000000004
1735,1735,0,6c53100000000004
1736,1736,0,6853100000000000
1737,1737,0,6853100000000000
1738,1738,0,6813100000000004
1739,1739,0,6813100000000004
1740,1740,0,6813100000000000
1741,1741,0,6813100000000000
1742,1742,0,4893100000000004
1743,1743,0,4a13100000000004
1744,1744,0,4a13100000000000
1745,1745,0,4a13100000000000
1746,1746,0,4a13100000000004
1747,1747,0,4a13100000000004
1748,1748,0,4a13100000000000
1749,1749,0,4a13100000000000
1750,1750,0,4a33100000000004
1751,1751,0,4833100000000004
1752,1752,0,4833100000000000
1753,1753,0,4833100000000000
1754,1754,0,4813180000000004
1755,1755,0,4813180000000004
1756,1756,0,4813180000000000
1757,1757,0,6913180000000000
1758,1758,0,6c13180000000004
1759,1759,0,6c13180000000004
1760,1760,0,6c13180000000000
1761,1761,0,6c13180000000000
1762,1762,0,6c13180000000004
1763,1763,0,6c13180000000004
1764,1764,0,6c13180000000000
1765,1765,0,6c13180000000000
1766,1766,0,6853180000000004
1767,1767,0,6853180000000004
1768,1768,0,6853180000000000
1769,1769,0,6853180000000000
1770,1770,0,6813180000000004
1771,1771,0,6813180000000004
1772,1772,0,4893180000000000
1773,1773,0,4a13180000000000
1774,1774,0,4a13180000000004
1775,1775,0,4a13180000000004
1776,1776,0,4a13180000000000
1777,1777,0,4a13180000000000
1778,1778,0,4a13180000000004
1779,1779,0,4a13180000000004
1780,1780,0,4a13180000000000
1781,1781,0,4813180000000000
1782,1782,0,4833180000000004
1783,1783,0,4833180000000004
1784,1784,0,4833180000000000
1785,1785,0,4833180000000000
1786,1786,0,4813200000000004
1787,1787,0,6913200000000004
1788,1788,0,6c13200000000000
1789,1789,0,6c13200000000000
1790,1790,0,6c13200000000004
1791,1791,0,6c13200000000004
1792,1792,0,6c13200000000000
1793,1793,0,6c13200000000000
1794,1794,0,6c53200000000004
1795,1795,0,6c53200000000004
1796,1796,0,6853200000000000
1797,1797,0,6853200000000000
1798,1798,0,6813200000000004
1799,1799,0,6813200000000004
1800,1800,0,6813200000000000
1801,1801,0,6813200000000000
1802,1802,0,4893200000000004
1803,1803,0,4a13200000000004
1804,1804,0,4a13200000000000
1805,1805,0,4a13200000000000
1806,1806,0,4a13200000000004
1807,1807,0,4a13200000000004
1808,1808,0,4a13200000000000
1809,1809,0,4a13200000000000
1810,1810,0,4a33200000000004
1811,1811,0,4833200000000004
1812,1812,0,4833200000000000
1813,1813,0,4833200000000000
1814,1814,0,4813280000000004
1815,1815,0,4813280000000004
1816,1816,0,4813280000000000
1817,1817,0,6913280000000000
1818,1818,0,6c13280000000004
1819,1819,0,6c13280000000004
1820,1820,0,6c13280000000000
1821,1821,0,6c13280000000000
1822,1822,0,6c13280000000004
1823,1823,0,6c13280000000004
1824,1824,0,6c13280000000000
1825,1825,0,6c13280000000000
1826,1826,0,6853280000000004
1827,1827,0,6853280000000004
1828,1828,0,6853280000000000
1829,1829,0,6853280000000000
1830,1830,0,6813280000000004
1831,1831,0,6813280000000004
1832,1832,0,4893280000000000
1833,1833,0,4a13280000000000
1834,1834,0,4a13280000000004
1835,1835,0,4a13280000000004
1836,1836,0,4a13280000000000
1837,1837,0,4a13280000000000
1838,1838,0,4a13280000000004
1839,1839,0,4a13280000000004
1840,1840,0,4a13280000000000
1841,1841,0,4813280000000000
1842,1842,0,4833280000000004
1843,1843,0,4833280000000004
1844,1844,0,4833280000000000
1845,1845,0,4833280000000000
1846,1846,0,4813300000000004
1847,1847,0,6913300000000004
1848,1848,0,6c13300000000000
1849,1849,0,6c13300000000000
1850,1850,0,6c13300000000004
1851,1851,0,6c13300000000004
1852,1852,0,6c13300000000000
1853,1853,0,6c13300000000000
1854,1854,0,6c53300000000004
1855,1855,0,6c53300000000004
1856,1856,0,6853300000000000
1857,1857,0,6853300000000000
1858,1858,0,6813300000000004
1859,1859,0,6813300000000004
1860,1860,0,6813300000000000
